title,price,brand,years,type,milage,location,milage_class
Honda Beat th 2017 dp 2800,14300000,honda,2017,beat,45.000-50.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",10
"Honda beat fi CBS 2019, AB Sleman, Siap Pakai",14750000,honda,2017,beat,40.000-45.000,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",9
HONDA BEAT FI ESP TH. 2018,14000000,honda,2017,beat,40.000-45.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",9
dijual motor honda beat street th.2018 cash/credit,13950000,honda,2017,beat,40.000-45.000,"Ciputat, Tangerang Selatan Kota, Banten",9
Honda Beat street thn 2017 pajak hidup surat2 komplit,12750000,honda,2017,beat,40.000-45.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",9
BEAT ESP ISS 2017,12300000,honda,2017,beat,40.000-45.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",9
BEAT ESP 2017 ISS,12300000,honda,2017,beat,40.000-45.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",9
honda beat 2015 stater halus,10800000,honda,2017,beat,40.000-45.000,"Tegal Timur, Tegal Kota, Jawa Tengah",9
Honda Beat 2017 Akhir,10700000,honda,2017,beat,40.000-45.000,"Legok, Tangerang Kab., Banten",9
HONDA SCOOPY ESP 2016,14000000,honda,2017,beat,35.000-40.000,"Bumiayu, Brebes Kab., Jawa Tengah",8
Beat street 2017 hitam,13500000,honda,2017,beat,35.000-40.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",8
Beat street th 2017 mulus pjk hidup,12250000,honda,2017,beat,35.000-40.000,"Bubutan, Surabaya Kota, Jawa Timur",8
Dicari untuk dibeli beat injeksi ab Sleman,11500000,honda,2017,beat,35.000-40.000,"Depok, Sleman Kab., Yogyakarta D.I.",8
Jual honda beat 2017.,11000000,honda,2017,beat,35.000-40.000,"Cibodas, Tangerang Kota, Banten",8
Jual cepat Honda Beat Eco 2017,10500000,honda,2017,beat,35.000-40.000,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",8
Honda Beat 2018 istw siap pakai Full original,13800000,honda,2017,beat,30.000-35.000,"Astana Anyar, Bandung Kota, Jawa Barat",7
"Honda Beat Murah, BisaKredit",13000000,honda,2017,beat,30.000-35.000,"Tingkir, Salatiga Kota, Jawa Tengah",7
Beat street th 2017 mulus pjk 10-2022,12250000,honda,2017,beat,30.000-35.000,"Bubutan, Surabaya Kota, Jawa Timur",7
MOTOR HONDA NEW BEAT CW ESP 2017,11500000,honda,2017,beat,30.000-35.000,"Medan Satria, Bekasi Kota, Jawa Barat",7
Honda beat eco 2017 komplit bgus siap gasssss,11200000,honda,2017,beat,30.000-35.000,"Ciputat, Tangerang Selatan Kota, Banten",7
DiCARI.. Beat 2016 keatas 2017 up 2018 fi 2019 esp 2020,12000000,honda,2017,beat,295.000-300.000,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",60
#BEAT ECO iss combibrake (L),15200000,honda,2017,beat,25.000-30.000,"Bubutan, Surabaya Kota, Jawa Timur",6
Honda beat eco 2017 istimewa,14600000,honda,2017,beat,25.000-30.000,"Mojolaban, Sukoharjo Kab., Jawa Tengah",6
Dijual Honda Beat eco CBS ISS idling stop tahun 2017 akhir,13400000,honda,2017,beat,25.000-30.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",6
Dijual Honda Beat CBS ISS idling stop tahun 2017 akhir,13400000,honda,2017,beat,25.000-30.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",6
honda beat th 2017 kredit motor murah mokase,13400000,honda,2017,beat,25.000-30.000,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",6
Dicari untuk dibeli beat ab sleman,12000000,honda,2017,beat,25.000-30.000,"Depok, Sleman Kab., Yogyakarta D.I.",6
Jua Honda beat pop,11000000,honda,2017,beat,25.000-30.000,"Babelan, Bekasi Kab., Jawa Barat",6
Beat karbu 2012,9000000,honda,2017,beat,25.000-30.000,"Makasar, Jakarta Timur, Jakarta D.K.I.",6
LAGI NYARI Beat POP th 2016/17 kondisi ok,8000000,honda,2017,beat,25.000-30.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",6
Jual beat 2013 siap pakai,7800000,honda,2017,beat,25.000-30.000,"Serpong Utara, Tangerang Selatan Kota, Banten",6
HONDA BEAT NEW CBS ISS TAHUN 2018,13450000,honda,2017,beat,20.000-25.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",5
honda beat th 2017 kredit motor murah mokase,13300000,honda,2017,beat,20.000-25.000,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",5
Beat 2015 ESP murah mulus,11100000,honda,2017,beat,20.000-25.000,"Sleman, Sleman Kab., Yogyakarta D.I.",5
"Honda Beat fi 2017, AB Kota,Pajak Baru, Plat Baru",13750000,honda,2017,beat,15.000-20.000,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",4
Honda Beat CBS 2017 Gress orisinil,12950000,honda,2017,beat,15.000-20.000,"Karang Tengah, Tangerang Kota, Banten",4
beat street 2017 hitam bisa kredit ato cash ato tukartambah,11300000,honda,2017,beat,15.000-20.000,"Mlati, Sleman Kab., Yogyakarta D.I.",4
beat 2018 cbs hijau bisa cash atau kredit ato tukartambah,10800000,honda,2017,beat,15.000-20.000,"Gamping, Sleman Kab., Yogyakarta D.I.",4
Honda Beat Pop 2017 mulus,10000000,honda,2017,beat,15.000-20.000,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",4
Honda beat esp 2016 akhir,9500000,honda,2017,beat,135.000-140.000,"Larangan, Tangerang Kota, Banten",28
The best seller # New BEAT CBS ISS tahun 2017,13300000,honda,2017,beat,10.000-15.000,"Kenjeran, Surabaya Kota, Jawa Timur",3
The best seller # Honda BEAT CBS ISS tahun 2017,13250000,honda,2017,beat,10.000-15.000,"Krian, Sidoarjo  Kab., Jawa Timur",3
Surat lengkap # Honda BEAT CBS ISS tahun 2017,13250000,honda,2017,beat,10.000-15.000,"Tambak, Gresik Kab., Jawa Timur",3
Spesial *Honda BEAT CBS ISS tahun 2017,13250000,honda,2017,beat,10.000-15.000,"Gresik, Gresik Kab., Jawa Timur",3
Honda BEAT cbs iss tahun 2017,13250000,honda,2017,beat,10.000-15.000,"Tandes, Surabaya Kota, Jawa Timur",3
Istimewa # Honda BEAT CBS ISS tahun 2017,13250000,honda,2017,beat,10.000-15.000,"Wonokromo, Surabaya Kota, Jawa Timur",3
"Honda BEAT CBS tahun 2017, Cash-kredit bisa",13200000,honda,2017,beat,10.000-15.000,"Krian, Sidoarjo  Kab., Jawa Timur",3
Tukar Tambah bisa # New Honda BEAT cbs tahun 2017,13200000,honda,2017,beat,10.000-15.000,"Sawahan, Surabaya Kota, Jawa Timur",3
New BEAT ECO CBS tahun 2017 # terlaris,13000000,honda,2017,beat,10.000-15.000,"Cerme, Gresik Kab., Jawa Timur",3
Siap ngeGASS # New BEAT CBS TH 2017 surat Panjang,13000000,honda,2017,beat,10.000-15.000,"Rungkut, Surabaya Kota, Jawa Timur",3
SIAP ANTAR HONDA BEAT ECO TAHUN 2017 PLAT S,13000000,honda,2017,beat,10.000-15.000,"Candi, Sidoarjo  Kab., Jawa Timur",3
New Beat CBS Th 2016 akhir sgt mulus,12250000,honda,2017,beat,10.000-15.000,"Sidoarjo, Sidoarjo  Kab., Jawa Timur",3
Honda Beat 2016 hitam,11500000,honda,2017,beat,10.000-15.000,"Pedurungan, Semarang Kota, Jawa Tengah",3
[ISTIMEWA BERGARANSI] Cash/Kredit Honda Beat Fi Sporty Cbs 2017,10600000,honda,2017,beat,10.000-15.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",3
[GARANSI MESIN 1 TAHUN]Cash/Kredit Honda Beat Sporty Cbs Tahun 2017,10600000,honda,2017,beat,10.000-15.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",3
[GARANSI MESIN 1 TAHUN] Cash/Kredit Honda Beat Fi Sporty Cbs Thn 2017,10600000,honda,2017,beat,10.000-15.000,"Pasar Rebo, Jakarta Timur, Jakarta D.K.I.",3
beat 2019 hitam bisa cash ato kredit ato tukartambah,11800000,honda,2017,beat,0-5.000,"Berbah, Sleman Kab., Yogyakarta D.I.",1
vario fi 2017 esp i110 putih bisa kredit ato tukartambah ato cash,11300100,honda,2017,beat,0-5.000,"Sewon, Bantul Kab., Yogyakarta D.I.",1
beat fi 2016 hitam bisa cash atau kredit ato tukartambah,9800000,honda,2017,beat,0-5.000,"Kasihan, Bantul Kab., Yogyakarta D.I.",1
vario fi 2014 bisa cash atau kredit atu tukartambah putih merah 110,9000000,honda,2017,beat,0-5.000,"Banguntapan, Bantul Kab., Yogyakarta D.I.",1
cash/credit motor honda beat fi th.2016,11950000,honda,2016,beat,80.000-85.000,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",17
Honda beat esp 2016,10800000,honda,2016,beat,55.000-60.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",12
Honda Beat 2019 eco Cibinong,13000000,honda,2016,beat,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",2
Beat merah putih 2018 komplit  ex wanita,14750000,honda,2016,beat,45.000-50.000,"Laweyan, Surakarta Kota, Jawa Tengah",10
Honda Beat ESP CBS FI 2016 Merah Full Ors Mulus Terawat a/n Saya,10200000,honda,2016,beat,45.000-50.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",10
Dijual Honda Beat 2017,11600000,honda,2016,beat,40.000-45.000,"Bandung Kulon, Bandung Kota, Jawa Barat",9
beat 2015 esp plat ab bagus,10950000,honda,2016,beat,40.000-45.000,"Banguntapan, Bantul Kab., Yogyakarta D.I.",9
Honda beat iss cbs th 2016,13000000,honda,2016,beat,35.000-40.000,"Gedangan, Sidoarjo  Kab., Jawa Timur",8
Di Jual Cepat Honda Beat CBS ISS 2017 Plat L,13000000,honda,2016,beat,35.000-40.000,"Buduran, Sidoarjo  Kab., Jawa Timur",8
Honda Beat 2019 GRES,12900000,honda,2016,beat,35.000-40.000,"Bojongsari, Depok Kota, Jawa Barat",8
Beat pop 2015 (L) ciamik okee,11800000,honda,2016,beat,35.000-40.000,"Driyorejo, Gresik Kab., Jawa Timur",8
Beat esp th 2016 mulus pool pjk baru,11500000,honda,2016,beat,35.000-40.000,"Bubutan, Surabaya Kota, Jawa Timur",8
Beat POP Tahun 2018 PMK Cash &amp; Kredit,11000000,honda,2016,beat,35.000-40.000,"Mulyorejo, Surabaya Kota, Jawa Timur",8
Siap Beat POP Tahun 2018 PMK Plat L,11000000,honda,2016,beat,35.000-40.000,"Lakarsantri, Surabaya Kota, Jawa Timur",8
Unit Beat POP Tahun 2018 PMK Cash &amp; Kredit,11000000,honda,2016,beat,35.000-40.000,"Kenjeran, Surabaya Kota, Jawa Timur",8
Beat POP Tahun 2018 PMK Plat L SBY,11000000,honda,2016,beat,35.000-40.000,"Karangpilang, Surabaya Kota, Jawa Timur",8
Honda beat 2016,9000000,honda,2016,beat,35.000-40.000,"Kalideres, Jakarta Barat, Jakarta D.K.I.",8
Jual Yamaha X ride 2016 Bt/ Tt Honda Beat,8850000,honda,2016,beat,35.000-40.000,"Antapani (Cicadas), Bandung Kota, Jawa Barat",8
Beat ECO 2016 siap pakai,13900000,honda,2016,beat,30.000-35.000,"Laweyan, Surakarta Kota, Jawa Tengah",7
Beat Esp -2015 tersediaa,13400000,honda,2016,beat,30.000-35.000,"Gayungan, Surabaya Kota, Jawa Timur",7
Beat POP esp CW 2015 L #Mantul,11800000,honda,2016,beat,30.000-35.000,"Lakarsantri, Surabaya Kota, Jawa Timur",7
Honda Beat Fi ESP 2016 Kilometer 15 Ribu,10500000,honda,2016,beat,30.000-35.000,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",7
honda Beat 2013,10500000,honda,2016,beat,30.000-35.000,"Polokarto, Sukoharjo Kab., Jawa Tengah",7
cari honda beat,15000000,honda,2016,beat,295.000-300.000,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I.",60
HONDA NEW BEAT FI ESP 2016 DP BISA 2JT AN,11500000,honda,2016,beat,25.000-30.000,"Cibeunying Kidul, Bandung Kota, Jawa Barat",6
Honda beat eco 2016 komplit pajak hidup siap gasssd,11500000,honda,2016,beat,25.000-30.000,"Ciputat, Tangerang Selatan Kota, Banten",6
Honda beat eco 2016 akhir,10500000,honda,2016,beat,25.000-30.000,"Medan Satria, Bekasi Kota, Jawa Barat",6
vario fi 125 esp 2014 merah bisa cash ato kredit ato tukartambah,9800000,honda,2016,beat,25.000-30.000,"Sewon, Bantul Kab., Yogyakarta D.I.",6
Beat pop standar rawatan,8900000,honda,2016,beat,25.000-30.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",6
Beat eco 2016 motor Gress jarang pake,12000000,honda,2016,beat,20.000-25.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",5
beat fi esp 2019 hitam bisa kredit ato tukartambah ato cash,11800000,honda,2016,beat,20.000-25.000,"Sewon, Bantul Kab., Yogyakarta D.I.",5
GRESS Honda Beat ECO 110Cc Th.2016 (Pajak Hidup 10/2022),11600000,honda,2016,beat,20.000-25.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",5
Di Jual Cepat Honda Beat Eco 110cc Th.2016 Gress (Pajak Hidup 10/2022),11600000,honda,2016,beat,20.000-25.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",5
Honda Beat Eco 110Cc Th.2016 Di Jual Cepat Gress (Pajak Hidup 10/2022),11600000,honda,2016,beat,20.000-25.000,"Cimanggis, Depok Kota, Jawa Barat",5
Honda beat esp fi th 2016 mulus bisa cash dan kredit,11500000,honda,2016,beat,20.000-25.000,"Beji, Depok Kota, Jawa Barat",5
beat 2016 plat F,11500000,honda,2016,beat,20.000-25.000,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",5
Beat POP ESP ISS 2015 Bdg kdya satutangan mulus orsinil,9800000,honda,2016,beat,20.000-25.000,"Buahbatu (Margacinta), Bandung Kota, Jawa Barat",5
Beat pop PGM-FI 2016,9750000,honda,2016,beat,20.000-25.000,"Semarang Selatan, Semarang Kota, Jawa Tengah",5
Honda Beat Esp 2016. Gratis bbn,8900000,honda,2016,beat,20.000-25.000,"Cakung, Jakarta Timur, Jakarta D.K.I.",5
Honda  Beat  POP 2018  DP 1JT,12750000,honda,2016,beat,15.000-20.000,"Gayamsari, Semarang Kota, Jawa Tengah",4
DIJUAL BEAT 2016,12750000,honda,2016,beat,15.000-20.000,"Banguntapan, Bantul Kab., Yogyakarta D.I.",4
Honda Beat FI Starter Halus Th.2015 B.Dki Pjk Pjg Mtr Gres Mesin Halus,11300000,honda,2016,beat,15.000-20.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",4
beat 2017 hitam hijau bisa kredit ato cash ato tukartambah,10800000,honda,2016,beat,15.000-20.000,"Depok, Sleman Kab., Yogyakarta D.I.",4
dijual cepat motor honda beat fi th.2015 cash/credit,10650000,honda,2016,beat,15.000-20.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",4
#BEAT ECO combibrake (L) putihbiru,15500000,honda,2016,beat,10.000-15.000,"Tandes, Surabaya Kota, Jawa Timur",3
Honda Beat 2015 F1 ESP Tg 1 terawat origunal,11000000,honda,2016,beat,10.000-15.000,"Lakarsantri, Surabaya Kota, Jawa Timur",3
Beat esp th 2016,11000000,honda,2016,beat,10.000-15.000,"Rungkut, Surabaya Kota, Jawa Timur",3
HONDA BEAT POP CBS ESP PGM FI 2016 SUPER ORIGINAL,9850000,honda,2016,beat,10.000-15.000,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",3
Honda beat pop 2016,9700000,honda,2016,beat,10.000-15.000,"Pedurungan, Semarang Kota, Jawa Tengah",3
LG NYARI Vario 110 cbs ESP th 2016/2017 KONDISI OK,9000000,honda,2016,beat,10.000-15.000,"Tebet, Jakarta Selatan, Jakarta D.K.I.",3
HONDA BEAT KARBU TANGAN PERTAMA,8000000,honda,2016,beat,10.000-15.000,"Jagakarsa, Jakarta Selatan, Jakarta D.K.I.",3
menerima dan membeli beat 2013/214,7200000,honda,2016,beat,10.000-15.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",3
beat street 2020 putih bisa cash ato kredit ato tukartambah,12800000,honda,2016,beat,0-5.000,"Gamping, Sleman Kab., Yogyakarta D.I.",1
beat esp fi 2019 biru bisa cash atau kredit ato tukartambah,11800000,honda,2016,beat,0-5.000,"Banguntapan, Bantul Kab., Yogyakarta D.I.",1
beat fi 2018 bisa kredit ato cash ato tukartambah,11300000,honda,2016,beat,0-5.000,"Kasihan, Bantul Kab., Yogyakarta D.I.",1
beat esp 2016 bisa cash atau kredit ato tukartambah merah,9500000,honda,2016,beat,0-5.000,"Depok, Sleman Kab., Yogyakarta D.I.",1
beat esp 2016 bisa cash atau kredit ato tukartambah biru,9000000,honda,2016,beat,0-5.000,"Gamping, Sleman Kab., Yogyakarta D.I.",1
beat esp fi 2016 merah putih bisa cash atau kredit ato tukartambah,9000000,honda,2016,beat,0-5.000,"Ngaglik, Sleman Kab., Yogyakarta D.I.",1
beat esp 2016 bisa cash atau kredit ato tukartambah,9000000,honda,2016,beat,0-5.000,"Gamping, Sleman Kab., Yogyakarta D.I.",1
beat esp 2016 hitam bisa cash ato kredit ato tukartambah,8800000,honda,2016,beat,0-5.000,"Mlati, Sleman Kab., Yogyakarta D.I.",1
Honda Beat Pop Istimewa Orisinil CBS ISS,11250000,honda,2015,beat,65.000-70.000,"Banyumanik, Semarang Kota, Jawa Tengah",14
Honda Beat 2015,10000000,honda,2015,beat,60.000-65.000,"Beji, Depok Kota, Jawa Barat",13
"Beat esp jreng, tinggal pakai",10950000,honda,2015,beat,55.000-60.000,"Depok, Sleman Kab., Yogyakarta D.I.",12
HONDA BEAT ESP 2015 JOSSS,9250000,honda,2015,beat,55.000-60.000,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",12
Honda Beat Fi Sporty Cw Esp 2017,10950000,honda,2015,beat,5.000-10.000,"Cileungsi, Bogor Kab., Jawa Barat",2
Honda beat fi esp,11500000,honda,2015,beat,45.000-50.000,"Sawahan, Surabaya Kota, Jawa Timur",10
Beat 2016 orisinil istimewa,10950000,honda,2015,beat,45.000-50.000,"Banyumanik, Semarang Kota, Jawa Tengah",10
Beat cbs 2015 full ori,10200000,honda,2015,beat,45.000-50.000,"Bandung Wetan, Bandung Kota, Jawa Barat",10
beat pop merah th 2015,7500000,honda,2015,beat,45.000-50.000,"Ciputat, Tangerang Selatan Kota, Banten",10
Beat fi tahun 2014,6900000,honda,2015,beat,45.000-50.000,"Bantar Gebang, Bekasi Kota, Jawa Barat",10
Honda Vario led esp 2016 klimis istimewa,12150000,honda,2015,beat,40.000-45.000,"Semarang Timur, Semarang Kota, Jawa Tengah",9
Honda beat fi cw esp,11500000,honda,2015,beat,40.000-45.000,"Tegalsari, Surabaya Kota, Jawa Timur",9
Honda beat f1 esp 2015 komplit pajak hidup siap pakai,10000000,honda,2015,beat,35.000-40.000,"Pondok Aren, Tangerang Selatan Kota, Banten",8
Honda Beat Pop Cw F1 Tahun 2015 Pajak Hidup,8500000,honda,2015,beat,35.000-40.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",8
Beat tahun 2015,11350000,honda,2015,beat,30.000-35.000,"Tingkir, Salatiga Kota, Jawa Tengah",7
Beat '2015 ESP CBS istimewa original dari baru,11250000,honda,2015,beat,30.000-35.000,"Gayamsari, Semarang Kota, Jawa Tengah",7
Beat tahun 2015,10900000,honda,2015,beat,30.000-35.000,"Tingkir, Salatiga Kota, Jawa Tengah",7
Beat esp fi tahun 2015,9900000,honda,2015,beat,30.000-35.000,"Medan Satria, Bekasi Kota, Jawa Barat",7
HONDA BEAT ESP 2015 JOZZZZ,9250000,honda,2015,beat,30.000-35.000,"Limo, Depok Kota, Jawa Barat",7
Honda Beat FI Starter Halus Th.2016 B.Dki Pjk Pjg Mesin Halus Antik,11700000,honda,2015,beat,25.000-30.000,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",6
Beat 2015 plat ab,11500000,honda,2015,beat,25.000-30.000,"Mlati, Sleman Kab., Yogyakarta D.I.",6
HONDA VARIO TECHNO 125 PGM FI 2012 LENY MOTOR,11200000,honda,2015,beat,25.000-30.000,"Kediri Kota, Kediri Kota, Jawa Timur",6
honda beat esp 2015 bagus joss,11000000,honda,2015,beat,25.000-30.000,"Banguntapan, Bantul Kab., Yogyakarta D.I.",6
di jual honda beat fi cw thn 2015 surat lengkap,9400000,honda,2015,beat,25.000-30.000,"Tangerang, Tangerang Kota, Banten",6
