title,price,brand,type,years,milage,location,vehicle_type,url
"JUAL CEPAT Honda Vario 150 Tahun 2017, Muluss.. Siap pakai..",17750003.0,honda,vario-150,2017.0,30.000-35.000,"Lengkong, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2017-iid-866513862
Honda Vario 150 tahun 2015 mannga,15500000.0,honda,vario-150,2015.0,5.000-10.000,"Sukajadi, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-th-2015-black-monotone-iid-866502273
Jual Vario 150 th 2019 second proses cepat bisa langsung acc guys,19800000.0,honda,vario-150,2019.0,5.000-10.000,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-th-2019-cashkredit-siap-pakai-yuk-order-iid-866496467
Honda New Vario 150 th 2021 dp 4500,24300000.0,honda,vario-150,2019.0,5.000-10.000,"Limo, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-new-simpel-iid-866492328
Vario 150 2019 mulus dan terwat siap pake,20500000.0,honda,vario-150,2021.0,0-5.000,"Citeureup, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-mesin-terwat-siap-pake-putra-tunggal-motor-iid-866490948
New Scoopy 2021 mulus siap.pake no minus(putra tunggal motor),22700000.0,honda,vario-150,2021.0,5.000-10.000,"Citeureup, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siappake-mulus-no-minus-iid-866490823
Vario 150 2021 mulus siap pake no minus(putra tunggal motor),23500000.0,honda,vario-150,2021.0,5.000-10.000,"Citeureup, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siap-pake-no-minus-tinggal-gas-iid-866488024
Honda vario 150 th 2019 cek unit langsung,21650000.0,honda,vario-150,2019.0,10.000-15.000,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-vario-150-th-2019-second-proses-cepat-bisa-langsung-acc-guys-iid-866483686
CBR 150 LED TH 2019 BISA TUKER TAMBAH GUYS KEPOIN AJA GUYS,23400000.0,honda,vario-150,2019.0,25.000-30.000,"Beji, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-th-2019-second-jual-beli-cashkredit-bisa-tuker-tambah-juga-iid-866482920
Vario 125:cbs thn 2017 pajak of alista mandiri,15200000.0,honda,vario-150,2018.0,80.000-85.000,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-thn-2018-pajak-of-alista-mandiri-motor-iid-866480240
Dicari dibeli Vario 150 2022 Vario 150 2021,22222222.0,honda,vario-150,2021.0,5.000-10.000,"Arcamanik, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-motor-vario-150-2021-iid-866478492
Jual Cepat New Vario 150 th.2019 murah,18500000.0,honda,vario-150,2020.0,5.000-10.000,"Dramaga, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-dp-murah-iid-866465535
Jual Vario 150 Tahun 2019,19000000.0,honda,vario-150,2020.0,5.000-10.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/mulus-no-minus-vario-150-iid-866463140
Jual Vario 150 Tahun 2019,19000000.0,honda,vario-150,2020.0,5.000-10.000,"Cileungsi, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-merah-doff-150-iid-866462762
@HONDA CBR 150 OLD //DP 500RB,16000000.0,honda,vario-150,2017.0,10.000-15.000,"Cibungbulang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-old-antik-iid-866460052
Vario 150 tahun 2021 mulus no minus,24100000.0,honda,vario-150,2021.0,5.000-10.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2021-mulus-no-minus-iid-866456149
NEW HONDA VARIO 150 READY DP 4 JT,23800000.0,honda,vario-150,2021.0,5.000-10.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-taun-2021-mulus-cash-dan-kredit-iid-866455979
cash only 16.000.000 honda vario 150 cbs iss tahun 2016 km 26.000,16000000.0,honda,vario-150,2017.0,5.000-10.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2016-cash-dan-kredit-iid-866449175
Vario 150 tahun 2019 cash dan kredit,20000000.0,honda,vario-150,2017.0,10.000-15.000,"Cibungbulang, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2017-cash-dan-kredit-iid-866447559
Honda CB 150 street fire,10000000.0,honda,vario-150,2016.0,75.000-80.000,"Cipayung, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2016-tku-off-6th-iid-866426724
Honda Vario 150' 2019 cash. Credit,20950000.0,honda,vario-150,2019.0,5.000-10.000,"Beji, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2019-dp-minim-cash-credit-iid-866414668
Piaggio Fly 150cc mint condition,17500000.0,honda,vario-150,2016.0,65.000-70.000,"Buahbatu (Margacinta), Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/bu-vario-150-pajak-msh-panjang-msh-mulus-msh-ori-lok-bandung-kota-iid-866407197
DP 1.5 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2019,19500000.0,honda,vario-150,2019.0,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-murah-15-juta-honda-vario-150-esp-exclusive-th-2019-iid-866407129
DP MURAH 1.5 JUTA HONDA VARIO 150 ESP EXCLUSIVE TH 2019,19500000.0,honda,vario-150,2019.0,10.000-15.000,"Cimanggis, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-15-jt-honda-vario-150-esp-exclusive-th-2019-iid-866406985
(TERLARIS) DP 1 JT HONDA VARIO 150 ESP EXCLUSIVE TH 2017,16500000.0,honda,vario-150,2017.0,10.000-15.000,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/sale-gila-dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866404616
All New Vario 125 CBS ISS Mate Black 2020 Pajak Panjang Bekasi kota,19550000.0,honda,vario-150,2020.0,10.000-15.000,"Mustika Jaya, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2020-dp-35-jt-iid-866404322
Honda vario 150 old siap pakai,16999999.0,honda,vario-150,2017.0,10.000-15.000,"Tamansari, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/barang-oke-vario-150-old-iid-866404311
dp 3.5 honda vario 150 cbs iss tahun 2020 cash dan kredit,20000000.0,honda,vario-150,2017.0,5.000-10.000,"Citeureup, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-old-dp-cash-or-kredit-iid-866404167
Vario 150 old unit rawatan siap pakai,16800000.0,honda,vario-150,2017.0,10.000-15.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-old-antik-iid-866404065
Vario 150 thn2016 istimewa,16500000.0,honda,vario-150,2017.0,35.000-40.000,"Arcamanik, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-black-gold-2017-iid-866397983
Vario 150 2021 mulus siap.pake no minus(putra tunggal motor),23500000.0,honda,vario-150,2021.0,0-5.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-pisan-no-minus-mesin-terjamin-iid-866392785
Jual Vario 150 Tahun 2019,19000000.0,honda,vario-150,2021.0,5.000-10.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2019-barang-cakep-km-low-siap-pake-iid-866392661
Vario 150 2021 mulus siap.pake no minus(putra tunggal motor),23500000.0,honda,vario-150,2021.0,5.000-10.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siappake-no-minusputra-tunggalmotor-iid-866392519
Motor Honda Vario 125 2020 cash or kredit,18950000.0,honda,vario-150,2020.0,Diler,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-th-2020-hanya-jogyamotor-iid-866391066
Honda vario 150 th 2020 gress,22650000.0,honda,vario-150,2020.0,Diler,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-th-2020-cek-unit-langsung-iid-866390967
Fuelpump ninja 250fi,1350000.0,honda,vario-150,,,"Parongpong, Bandung Barat Kab., Jawa Barat",bike,https://www.olx.co.id/item/velg-vario-150-new-cakram-ori-copotan-iid-866390659
Honda vario 150 th 2020 hanya jogyamotor,22650000.0,honda,vario-150,2020.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-merah-new-model-th-2020-cek-unit-langsung-ke-jogyamotor-iid-866380784
Honda vario 150 2020 cash/credit,22650000.0,honda,vario-150,2020.0,,"Limo, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-merah-new-model-2020-cash-or-kredit-harga-bersahabat-iid-866380692
VARIO 150 TH. 2020 MERAH,22500000.0,honda,vario-150,2020.0,,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-merah-new-model-th-2020-body-mesin-siap-pakai-iid-866380561
Honda vario 150 2020 cash/credit,22650000.0,honda,vario-150,2020.0,,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-merah-new-model-tahun-2020-body-mesin-ok-iid-866380455
Honda vario 150 merah new model tahun 2020 body mesin ok,22650000.0,honda,vario-150,2020.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-merah-new-model-tahun-2020-mesin-body-mulus-iid-866380316
Honda vario 150 2020 cash/credit,22650000.0,honda,vario-150,2020.0,,"Gunung Sindur, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-merah-new-model-th-2020-mesin-body-terawat-iid-866380226
Honda vario 150 merah new model tahun 2019 body mesin ok,21650000.0,honda,vario-150,2019.0,,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-merah-new-model-tahun-2019-mesin-body-alus-iid-866376473
Honda vario 150 merah new model tahun 2020 body mesin ok,22650000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-merah-new-model-tahun-2019-body-mesin-ok-iid-866376358
vario 150 merah new model tahun 2019 mesin body mulus,21650000.0,honda,vario-150,2019.0,,"Bojongsari, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-merah-new-model-tahun-2019-mesin-body-mulus-iid-866376252
honda vario 150 merah new model tahun 2019 mesin body terawat,21650000.0,honda,vario-150,2019.0,,"Gunung Sindur, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-merah-new-model-tahun-2019-mesin-body-terawat-iid-866376139
Vario 150 2021 mulus siap.pake no minus(putra tunggal.motor),23500000.0,honda,vario-150,2019.0,10.000-15.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-2019-siap-pake-no-minusputra-tunggalmotor-iid-866373904
Honda vario keyless 150 cc 2018,18500000.0,honda,vario-150,2019.0,20.000-25.000,"Dramaga, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-cc-mesin-joss-iid-866365683
Honda vario 150 2019 cash/credit,20950000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/jualhonda-vario-150-2019-cashcredit-iid-866359458
"HONDA VARIO 150 ISS TAHUN 2020, SIAP PAKAI",21250000.0,honda,vario-150,2020.0,,"Parung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2020-cashcredit-iid-866356361
Bore Up Set 63 Vario 150 BRT,1400000.0,honda,vario-150,,,"Bogor Utara - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/knalpot-r9-vario-150-iid-862785998
Paketan Double Disk Depan Kopling Hidrolik stut RCB Master Rem Brembo,1250000.0,honda,vario-150,,,"Bogor Utara - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/shock-rcb-vario-150-iid-862786422
New Vario 150 keyless Th. 2020,21000000.0,honda,vario-150,2020.0,5.000-10.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2020-mulus-no-minus-iid-866338779
Vario 150 tahun 2021 mulus no minus,23900000.0,honda,vario-150,2021.0,5.000-10.000,"Ciomas, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2021-mulus-no-minus-iid-866338607
"Honda Vario 150 CBS ISS 2019 dp 3,2 jt",19500000.0,honda,vario-150,2019.0,20.000-25.000,"Bogor Timur - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-dp-3-jt-iid-866322631
Vario 125 cc 2017 upgrade 160cc,15000000.0,honda,vario-150,2017.0,10.000-15.000,"Gunung Putri, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/sale-gila-dp-1-jt-honda-vario-150-esp-exclusive-th-2017-iid-866311417
Jualhonda vario 150 2019 cash/credit,21650000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-merah-new-model-tahun-2019-mesin-body-mulus-iid-866303009
honda vario 150 merah new model tahun 2019 mesin body terawat,21650000.0,honda,vario-150,2019.0,,"Gunung Sindur, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-merah-new-model-tahun-2019-mesin-body-terawat-iid-866302919
Jual Vario 125 iss,19500000.0,honda,vario-150,2021.0,10.000-15.000,"Baleendah, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/jual-mulus-tangan-pertama-vario-150-thn-2021marulis-pisan-iid-866298719
Vario 150 2021 mulus siap pake mulus dan bergransi,23700000.0,honda,vario-150,2021.0,0-5.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-siap-pake-kondisi-good-mulus-iid-866294666
Honda Vario 150 2019 merah,22000000.0,honda,vario-150,2021.0,0-5.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2019-mulus-pisan-tinggal-pake-ajh-no-minus-iid-866294422
Vario 150 2019 mulus pisan tinggal pake ajh no minus,23500000.0,honda,vario-150,2021.0,10.000-15.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-pisan-siappake-no-minusputra-tunggal-motor-iid-866294261
Honda Vario 150 CBS ISS PJK pjng,15000000.0,honda,vario-150,2017.0,80.000-85.000,"Cimahi Utara, Cimahi Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-iid-866293027
"Honda Vario F1 150, MURAH, original, pjk pjg, srt lgkp, maaf net ya",14900000.0,honda,vario-150,2016.0,,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-f1-150-murah-istw-pjk-pjg-mhn-maaf-hrg-net-ya-iid-866292929
"Honda Vario F1 150, MURAH, pjk pjg srt lgkp  maaf sdh net ya",15900000.0,honda,vario-150,2015.0,,"Pancoran Mas, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-f1-150-murah-original-pjk-pjg-srt-lgkp-maaf-net-ya-iid-866292386
Vario 150 2019 mulus pisan tinggal pake ajh no minus,23500000.0,honda,vario-150,2020.0,10.000-15.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2020-mulus-tinggal-gas-ajh-no-minusputra-tunggal-motor-iid-866288234
New Vario 150 2021 mulus siap pake no minus(putra tunggal motor),24200000.0,honda,vario-150,2021.0,0-5.000,"Bojonggede, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siap-pake-no-minusputra-tunggal-motor-iid-866288131
Honda vario 150 tahun 2019 ( DP HANYA 2JUTA),20000000.0,honda,vario-150,2020.0,5.000-10.000,"Citeureup, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/dp-35-honda-vario-150-cbs-iss-tahun-2020-cash-dan-kredit-iid-866286810
Honda vario 150 2019 cash/credit,20650000.0,honda,vario-150,2019.0,,"Parung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-cashcredit-iid-866284284
Honda vario 150 2018,18950000.0,honda,vario-150,2018.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2018-cashcredit-iid-866282769
Honda vario keyless 150 cc 2018,18500000.0,honda,vario-150,2019.0,20.000-25.000,"Dramaga, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-cc-keyless-iid-866277457
VARIO NEW 150 2019 DP HANYA 2JT,19750000.0,honda,vario-150,2019.0,20.000-25.000,"Bogor Tengah - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-2jt-vario-new-150-2019-iid-866275303
Di jual vario 150 old tahun 2015,15000000.0,honda,vario-150,2018.0,5.000-10.000,"Tambun Utara, Bekasi Kab., Jawa Barat",bike,https://www.olx.co.id/item/di-jual-honda-vario-150-cc-pajak-panjang-iid-866275215
Honda vario 150,19900000.0,honda,vario-150,2020.0,10.000-15.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2020-mesin-bergaransi-iid-866272419
Honda vario 150 2019 keyless // dp 2juta,20000000.0,honda,vario-150,2021.0,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2021-mulus-siap-gas-iid-866271629
Dp 2jt Vario 150 new 2019,19500000.0,honda,vario-150,2019.0,10.000-15.000,"Pondok Gede, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-2jt-vario-150-new-2019-iid-866271478
dp 2.9 honda vario 150 cbs iss tahun 2018 cash dan kredit,18500000.0,honda,vario-150,2018.0,15.000-20.000,"Bogor Timur - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-29-honda-vario-150-cbs-iss-tahun-2018-cash-dan-kredit-iid-863276518
Honda vario 150 2019 merah,22000000.0,honda,vario-150,2021.0,5.000-10.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-unit-terbatas-iid-866269625
Vario new 150 2018 dp2.5,19500000.0,honda,vario-150,2021.0,10.000-15.000,"Cibinong, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-cash-credit-iid-866268585
"BU Vario 150, pajak msh panjang, msh mulus msh ORI Lok Bandung kota",14900030.0,honda,vario-150,2016.0,40.000-45.000,"Bandung Kidul, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-iid-866257391
Vario tahun 2016 Harga 16 Juta,16000000.0,honda,vario-150,2016.0,80.000-85.000,"Cibiru, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/jual-honda-vario-150-tahun-2016-iid-866219093
New Vario 150 keyless Th. 2020,21000000.0,honda,vario-150,2019.0,5.000-10.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-unit-terbatas-iid-866191851
Honda Vario 150 CBS ISS PJK pjng,15000000.0,honda,vario-150,2018.0,15.000-20.000,"Sumur Bandung, Bandung Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-cbs-150-iid-866189545
New Vario 150 keyless Th. 2020,21000000.0,honda,vario-150,2021.0,5.000-10.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-unit-terbatas-iid-866188854
Vario 150 taun 2021 mulus cash dan kredit,23900000.0,honda,vario-150,2020.0,5.000-10.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-cash-credit-iid-866183881
JUAL VARIO 150 TAHUN 2016,15000000.0,honda,vario-150,2016.0,90.000-95.000,"Cinere, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-old-2016-rp16000000-iid-866176446
(Vario 150 tahun 2019 harga terjangkau boss kuhh cash credit),18900000.0,honda,vario-150,2017.0,5.000-10.000,"Bekasi Selatan, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2017-free-banyak-bos-kuhh-cash-credit-iid-866155607
(Vario 150 tahun 2017 free banyak bos kuhh cash credit),17500000.0,honda,vario-150,2019.0,5.000-10.000,"Bekasi Barat, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-tahun-2019-harga-terjangkau-boss-kuhh-cash-credit-iid-866155113
HONDA VARIO 150 2018 HITAM,15000000.0,honda,vario-150,2018.0,,"Rawalumbu, Bekasi Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2018-kredit-syarat-gampang-iid-866142094
Vario 150 tahun 2018,17500000.0,honda,vario-150,2016.0,25.000-30.000,"Cileunyi, Bandung Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-nyari-iid-866135171
DIJUAL HONDA VARIO 150 KEYLESS DP CUMA 2JT,20000000.0,honda,vario-150,2019.0,10.000-15.000,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/dp-2jt-vario-new-150-2019-iid-866134640
Vario 150 taun 2021 mulus cash dan kredit,23900000.0,honda,vario-150,2021.0,5.000-10.000,"Bogor Tengah - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-mulus-cash-credit-iid-866133980
Vario 150 jual sntai Rp 17jt,17000000.0,honda,vario-150,2018.0,15.000-20.000,"Bogor Tengah - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-barang-redyy-iid-866120932
Honda vario 150 2019 cash/credit,20650000.0,honda,vario-150,2019.0,,"Parung, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-iid-866118570
Honda vario 150 2019 cash/credit,20650000.0,honda,vario-150,2019.0,,"Sawangan, Depok Kota, Jawa Barat",bike,https://www.olx.co.id/item/honda-vario-150-2019-cashcredit-iid-866118475
Jual Cepat New Vario 150 th.2019 murah,18500000.0,honda,vario-150,2017.0,35.000-40.000,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-jual-sntai-rp-17jt-iid-866114477
PIAGGIO VESPA LX 150 2Vie! KARBURATOR!,22000000.0,honda,vario-150,2021.0,5.000-10.000,"Bogor Tengah - Kota, Bogor Kota, Jawa Barat",bike,https://www.olx.co.id/item/vario-150-coklat-cash-credit-iid-866114048
Jual Vario 150 2019,19500000.0,honda,vario-150,2019.0,20.000-25.000,"Klapanunggal, Bogor Kab., Jawa Barat",bike,https://www.olx.co.id/item/vario-150-2019-mulus-siappake-no-minus-mesin-terawat-iid-866111977
