title,price,brand,type,transmission,milage,fuel,location,url
honda brio satya (2021),Rp 163.000.000,honda,1.2 E Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio satya (2018),Rp 127.000.000,honda,1.2 E Bensin,,,,"Pamulang, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2018),Rp 150.000.000,honda,1.2 RS Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2019),Rp 178.000.000,honda,1.2 RS Bensin,Otomatis,30000 Km,Bensin,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
,,honda,,,,,,https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio satya (2018),Rp 135.000.000,honda,1.2 E Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2017),Rp 147.000.000,honda,1.2 RS Bensin,,,,"Larangan, Tangerang Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2018),Rp 138.000.000,honda,1.2 RS Bensin,,,,"Citangkil, Cilegon Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2018),Rp 145.000.000,honda,1.2 RS Bensin,,,,"Serang, Serang Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio satya (2017),Rp 117.999.000,honda,1.2 E Bensin,,,,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2017),Rp 137.000.000,honda,1.2 RS Bensin,Automatic,45.000-50.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio satya (2018),Rp 125.000.000,honda,1.2 E Bensin,,,,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
,,honda,,,,,,https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2017),Rp 129.000.000,honda,1.2 E Bensin,,,,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
honda brio (2019),Rp 174.500.000,honda,1.2 RS Bensin,Automatic,10.000-15.000 Km,Bensin,"Pinang (Penang), Tangerang Kota, Banten",https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
,,honda,,,,,,https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
,,honda,,,,,,https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
,,honda,,,,,,https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
,,honda,,,,,,https://www.olx.co.id/item/velg-ring-15-untuk-brio-agya-jazz-vios-yaris-calya-datsun-march-iid-862621265
toyota rush (2012),Rp 136.000.000,toyota,1.5 S Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2018),Rp 209.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,95.000-100.000 Km,Bensin,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2014),Rp 149.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,45495 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2022),Rp 277.600.000,toyota,,Automatic,0-5.000 Km,Bensin,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2019),Rp 239.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,65.000-70.000 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2009),Rp 99.000.000,toyota,1.5 S Bensin,Otomatis,181505 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2009),Rp 99.000.000,toyota,1.5 S Bensin,Otomatis,181505 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2019),Rp 239.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,65.000-70.000 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
mitsubishi pajero sport (2022),Rp 570.000.000,toyota,2.4 Dakar 4x2 Solar,Automatic Triptonic,10.000-15.000 Km,Diesel,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
mitsubishi pajero sport (2022),Rp 570.000.000,toyota,2.4 Dakar 4x2 Solar,Automatic Triptonic,10.000-15.000 Km,Diesel,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2016),Rp 169.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,105.000-110.000 Km,Bensin,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2017),Rp 185.000.000,toyota,1.5 G Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2016),Rp 175.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,64037 Km,Bensin,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2022),Rp 277.000.000,toyota,1.5 S GR Sport Bensin,,,,"Periuk, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2014),Rp 149.000.000,toyota,1.5 TRD Sportivo Bensin,Otomatis,45495 Km,Bensin,"Pagedangan, Tangerang Kab., Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2019),Rp 239.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,65.000-70.000 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, Carsworld Building, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
toyota rush (2018),Rp 220.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,45.000-50.000 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-trd-sportivo-at-2018-hitam-iid-866038820
,Rp 99.000.000,toyota,1.5 S Bensin,Otomatis,181505 Km,Bensin,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2021),Rp 265.000.000,toyota,1.5 S GR Sport Bensin,Automatic,65.000-70.000 Km,Bensin,"WTC Mangga Dua Lt 3A No 32, Mangga Dua, Mangga Dua, Jakarta Utara, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
mitsubishi pajero sport (2021),Rp 565.000.000,toyota,2.4 Dakar 4x2 Solar,Automatic Triptonic,5.000-10.000 Km,Diesel,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2012),Rp 136.000.000,toyota,1.5 S Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2018),Rp 220.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,45.000-50.000 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2017),Rp 165.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,70.000-75.000 Km,Bensin,"Ciputat, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2018),Rp 220.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,45.000-50.000 Km,Bensin,"Larangan, Tangerang Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2020),Rp 245.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,15.000-20.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2019),Rp 225.000.000,toyota,1.5 G Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2016),Rp 159.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2016),Rp 159.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,105.000-110.000 Km,Bensin,"Bursa Mobil Summarecon Blok G No 8 & 10 Jl Gading Serpong Boulevard No 3 Pakulonan Barat  Kelapa Dua Tangerang Banten 15810, Pakulonan Barat, Kecamatan Serpong, Kabupaten Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
,,toyota,,,,,,https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2018),Rp 209.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,95.000-100.000 Km,Bensin,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2018),Rp 209.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,60.000-65.000 Km,Bensin,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2014),Rp 150.000.000,toyota,1.5 G Bensin,,,,"Ciputat, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2017),Rp 180.000.000,toyota,1.5 G Bensin,Manual,35.000-40.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2017),Rp 180.000.000,toyota,1.5 G Bensin,Manual,35.000-40.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2009),Rp 99.000.000,toyota,1.5 S Bensin,Otomatis,181505 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-toyota-rush-15-s-bensin-at-2009-silver-iid-863279967
toyota rush (2022),Rp 277.600.000,toyota,,Automatic,0-5.000 Km,Bensin,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2021),Rp 252.000.000,toyota,1.5 TRD Sportivo 7 Bensin,Automatic,10.000-15.000 Km,Bensin,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2012),Rp 129.000.000,toyota,1.5 G Bensin,Otomatis,124781 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2014),Rp 145.000.000,toyota,1.5 G Bensin,Automatic,55.000-60.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2009),Rp 99.000.000,toyota,1.5 S Bensin,Otomatis,181505 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2016),Rp 173.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Ciputat, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2020),Rp 245.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2019),Rp 210.000.000,toyota,1.5 G Bensin,Automatic,25.000-30.000 Km,Bensin,"Tangerang, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2012),Rp 136.000.000,toyota,1.5 S Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2012),Rp 136.000.000,toyota,1.5 S Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2012),Rp 136.000.000,toyota,1.5 S Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2012),Rp 136.000.000,toyota,1.5 S Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Teuku Umar No.41A, RT.003/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Karawaci, Karawaci, Kota Tangerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2007),Rp 99.990.000,toyota,1.5 S Bensin,Otomatis,180000 Km,Bensin,"Larangan, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2021),Rp 268.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,5.000-10.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2019),Rp 232.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,50.000-55.000 Km,Bensin,"Mall Tamini Square. Jl Taman Mini 1 No.1, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2014),Rp 138.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,125.000-130.000 Km,Bensin,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2016),Rp 157.000.000,toyota,1.5 G Bensin,Manual,105.000-110.000 Km,Bensin,"Jl. Raya Puspiptek No.17, Buaran, Tanggerang Selatan, Tanggerang Selatan, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2019),Rp 230.000.000,toyota,1.5 TRD Sportivo 7 Bensin,,,,"Sukadiri, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2019-bensin-iid-866516239
toyota rush (2014),Rp 145.000.000,toyota,1.5 G Bensin,Automatic,55.000-60.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2022),Rp 277.600.000,toyota,,Automatic,0-5.000 Km,Bensin,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
mitsubishi pajero sport (2021),Rp 565.000.000,toyota,2.4 Dakar 4x2 Solar,Automatic Triptonic,5.000-10.000 Km,Diesel,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2022),Rp 301.000.000,toyota,,Automatic,0-5.000 Km,Bensin,"Pamulang, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2011),Rp 125.000.000,toyota,1.5 S Bensin,Automatic,100.000-105.000 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2021),Rp 249.000.000,toyota,1.5 S Bensin,Otomatis,4235 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2021),Rp 249.000.000,toyota,1.5 S Bensin,Otomatis,4235 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2018),Rp 204.500.000,toyota,1.5 G Bensin,,,,"Ciputat, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2012),Rp 129.000.000,toyota,1.5 G Bensin,Automatic,120.000-125.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2019),Rp 232.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,50.000-55.000 Km,Bensin,"Mall Tamini Square. Jl Taman Mini 1 No.1, Pinang Ranti, Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2013),Rp 145.000.000,toyota,1.5 S Bensin,Automatic,90.000-95.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2014),Rp 148.000.000,toyota,1.5 G Bensin,Manual,100.000-105.000 Km,Bensin,"Cibodas, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2015),Rp 155.000.000,toyota,1.5 TRD Sportivo Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
,,toyota,,,,,,https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2021),Rp 249.000.000,toyota,1.5 S Bensin,Otomatis,4235 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2016),Rp 189.500.000,toyota,1.5 TRD Sportivo Ultimo Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/toyota-rush-2017-bensin-iid-866407361
,,toyota,,,,,,https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota alphard (2017),Rp 865.000.000,toyota,2.5 G Bensin,Automatic Triptonic,35.000-40.000 Km,Bensin,"Serpong, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
,,toyota,,,,,,https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2015),Rp 162.000.000,toyota,1.5 TRD Sportivo Bensin,Manual,100.000-105.000 Km,Bensin,"Bursa Mobil Citra Raya Blok F No 3 Citra Raya Kelurahan Cikupa Kecamatan Pasar Kemis Tangerang Banten., Citra Raya, Kecamatan Pasar Kemis, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2021),Rp 249.000.000,toyota,1.5 S Bensin,Otomatis,4235 Km,Bensin,"l. KH Hasyim Ashari No.12 D, RT.003/RW.004, Poris Plawad Indah, Kecamatan Cipondoh, Tanggerang, BantenDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2014),Rp 145.000.000,toyota,1.5 G Bensin,Automatic,55.000-60.000 Km,Bensin,"Kelapa Dua, Tangerang Kab., Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2016),Rp 189.500.000,toyota,1.5 TRD Sportivo Ultimo Bensin,,,,"Pondok Aren, Tangerang Selatan Kota, Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2017),Rp 175.000.000,toyota,1.5 G Bensin,,,,"Ciledug, Tangerang Kota, Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2012),Rp 127.000.000,toyota,1.5 S Bensin,Manual,120.000-125.000 Km,Bensin,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2012),Rp 129.000.000,toyota,1.5 G Bensin,Otomatis,124781 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2017),Rp 195.000.000,toyota,1.5 TRD Sportivo Ultimo Bensin,Manual,60.000-65.000 Km,Bensin,"Karawaci, Tangerang Kota, Banten",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
toyota rush (2018),Rp 220.000.000,toyota,1.5 TRD Sportivo Bensin,Automatic,20.000-25.000 Km,Bensin,"Bella Terra Lifestyle, Jl. Boulevard Raya No.kav 1, Klp. Gading Tim., 14240, Kelapa Gading, Kecamatan Kelapa Gading, Kota Jakarta Utara, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/jok-belakang-rush-iid-861497280
