title,price,brand,type,years,milage,location,vehicle_type,url,transmission,fuel
toyota avanza,128000000.0,toyota,avanza,2014.0,155.000-160.000,"Jl Siliwangi No 66 Empang Bogor Selatan, Bogor Jawa Barat, RT 01/ RW 02, Nagrak, Kec. Sukaraja, Kota Bogor, Jawa Barat, 16132, Nagrak, Kec. Sukaraja, Bogor, Jawa Barat",car,https://www.olx.co.id/item/olx-autostoyota-avanza-13-g-bensin-iid-862126255,Automatic,Bensin
toyota avanza,122000000.0,toyota,avanza,2014.0,110.000-115.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-mt-2014-iid-864372118,Manual,Bensin
toyota avanza,139000000.0,toyota,avanza,2017.0,90.000-95.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2017-abu-abu-iid-867017461,Manual,Bensin
toyota avanza,219000000.0,toyota,avanza,2020.0,55.000-60.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-besin-at-2020-putih-iid-867117021,Automatic,Bensin
toyota avanza,128000000.0,toyota,avanza,2014.0,155.000-160.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autostoyota-avanza-13-g-bensin-iid-863130816,Automatic,Bensin
toyota avanza,135000000.0,toyota,avanza,2016.0,120.000-125.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-mt-2016-silver-dp-10jt-kredit-termurah-seolx-iid-865850970,Manual,Bensin
toyota avanza,129000000.0,toyota,avanza,2015.0,110.000-115.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2015-silver-istimewa-super-irit-pajak-pjg-iid-865376660,Manual,Bensin
toyota avanza,145500000.0,toyota,avanza,2015.0,115.000-120.000,"Gambir, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-2015-automatic-mulus-siap-pakai-iid-865558149,Automatic,Bensin
toyota avanza,98000000.0,toyota,avanza,2010.0,200000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-2010-bensin-iid-867377008,Otomatis,Bensin
New Veloz Q CVT Bensin,275000000.0,,,1.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-q-15-matic-2022-iid-867376924,,
toyota avanza,219000000.0,toyota,avanza,2020.0,50.000-55.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-besin-at-2020-putih-iid-867119870,Automatic,Bensin
toyota avanza,130000000.0,toyota,avanza,2016.0,10.000-15.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-e-13-2016-km-77rb-asli-tangan-pertama-iid-867374212,Automatic,Bensin
toyota avanza,137000000.0,toyota,avanza,2016.0,50.000-55.000,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-2016-at-bensin-hitam-suryaabadimotor-iid-867372306,Automatic,Bensin
toyota avanza,108000000.0,toyota,avanza,2012.0,110.000-115.000,"Jl. Bina Marga No 21 Kel. Ceger Kec Cipayung Taman Mini Jakarta Timur 13840, Taman Mini, Kecamatan Cipayung, Jakarta Timur, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-tdp-15jt-toyota-avanza-15-veloz-bensin-at-2012-hitam-ra-iid-867366344,Automatic,Bensin
toyota avanza,108000000.0,toyota,avanza,2012.0,110.000-115.000,"Jl. Bina Marga No 21 Kel. Ceger Kec Cipayung Taman Mini Jakarta Timur 13840, Taman Mini, Kecamatan Cipayung, Jakarta Timur, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-tdp-15jt-toyota-avanza-15-veloz-bensin-at-2012-hitam-ra-iid-867366244,Automatic,Bensin
toyota avanza,108000000.0,toyota,avanza,2012.0,110.000-115.000,"Jl. Bina Marga No 21 Kel. Ceger Kec Cipayung Taman Mini Jakarta Timur 13840, Taman Mini, Kecamatan Cipayung, Jakarta Timur, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-tdp-15jt-toyota-avanza-15-veloz-bensin-at-2012-hitam-ra-iid-867366142,Automatic,Bensin
toyota avanza,108000000.0,toyota,avanza,2012.0,110.000-115.000,"Ciracas, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olxautos-tdp-15jt-toyota-avanza-15-veloz-bensin-at-2012-hitam-iid-867365938,Automatic,Bensin
Veloz Bensin,123000000.0,,,1.0,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/total-dp-4jt-toyota-avanza-veloz-2012-matic-iid-867364848,,
toyota avanza,108000000.0,toyota,avanza,2012.0,90000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-at-2012-iid-867363734,Otomatis,Bensin
toyota avanza,114000000.0,toyota,avanza,2013.0,145.000-150.000,"Jl Kembangan selatan no 10-11 Kembangan Jakbar, Kembangan, Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-toyota-avanza-13-g-bensin-mt-2013-silver-iid-865448566,Manual,Bensin
toyota avanza,132000000.0,toyota,avanza,2012.0,85.000-90.000,"Jl Raya Akses UI no 7 Tugu Cimanggis Depok, Cimanggis, Cimanggis, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-a-t-2012-hitam-iid-864830242,Automatic,Bensin
toyota avanza,144000000.0,toyota,avanza,2016.0,60.000-65.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-13-g-at-2016-putih-iid-867362030,Automatic,Bensin
G Bensin,180000000.0,,,1.0,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/km-13rb-asli-toyota-avanza-g-matic-2019-iid-867361465,,
toyota avanza,118000000.0,toyota,avanza,2013.0,100.000-105.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2013-service-record-astra-iid-867360749,Manual,Bensin
toyota avanza,160000000.0,toyota,avanza,2018.0,75.000-80.000,"Ocean Park BSD City Unit K16 - K18, Jl. Pahlawan Seribu, Lengkong Gudang, Kecamatan Serpong, Tanggerang Selatan, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2018-13-g-bensin-mt-hitam-power-auto-iid-866990945,Manual,Bensin
toyota avanza,120000000.0,toyota,avanza,2012.0,120000,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-th-2012-iid-866440549,Otomatis,Bensin
toyota avanza,99000000.0,toyota,avanza,2011.0,100.000-105.000,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2011-silver-iid-866032619,Manual,Bensin
toyota avanza,145000000.0,toyota,avanza,2018.0,60.000-65.000,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-mt-2018-hitam-iid-867020470,Manual,Bensin
G Bensin,180000000.0,,,1.0,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/km-13rb-asli-toyota-avanza-g-matic-2019-iid-867361465,,
toyota avanza,118000000.0,toyota,avanza,2013.0,100.000-105.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2013-service-record-astra-iid-867360749,Manual,Bensin
GX Bensin,135000000.0,,,1.0,,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/km-71rb-dp-29jt-ertiga-gx-matic-at-20152014-tt-veloz-avanza-mobilio-iid-867360543,,
toyota avanza,132000000.0,toyota,avanza,2012.0,85314,"Jl Raya Akses UI no 7 Tugu Cimanggis Depok, Cimanggis, Cimanggis, Depok, Jawa Barat",car,https://www.olx.co.id/item/olxautos-toyota-avanza-15-veloz-bensin-a-t-2012-hitam-iid-864829556,Otomatis,Bensin
toyota avanza,108000000.0,toyota,avanza,2012.0,110.000-115.000,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/tdp-15-juta-toyota-avanza-veloz-15-at-2012-hitam-iid-867358062,Automatic,Bensin
toyota avanza,160000000.0,toyota,avanza,2017.0,35.000-40.000,"Jl Cempaka Putih Tengah II No 16 Cempaka Putih, Cempaka Putih, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2017-silver-iid-866781637,Automatic,Bensin
toyota avanza,125000000.0,toyota,avanza,2012.0,85.000-90.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-at-2012-iid-865652937,Automatic,Bensin
toyota avanza,178000000.0,toyota,avanza,2020.0,5.000-10.000,"Jl Moh Kahfi 1 no 46 cipedak jagakarasa jakarta selatan, Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Jagaraksa, Jagaraksa, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-g-bensin-mt-2020-merah-iid-865061118,Manual,Bensin
toyota avanza,117000000.0,toyota,avanza,2013.0,115.000-120.000,"Jl Moh Kahfi 1 no 46 cipedak jagakarasa jakarta selatan, Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Jagaraksa, Jagaraksa, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2013-silver-iid-867269461,Automatic,Bensin
toyota avanza,175000000.0,toyota,avanza,2020.0,9412,"Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Pasar Minggu, Jagaraksa, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-tdp-10-jt-toyota-avanza-15-g-bensin-mt-2020-merah-iid-865061516,Manual,Bensin
toyota avanza,117000000.0,toyota,avanza,2013.0,115.000-120.000,"Jl Kebagusan Raya no 61 Y Kebagusan Jakarta Selatan, Pasar Minggu, Jagaraksa, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olxautos-toyota-avanza-13-g-bensin-at-2013-silver-iid-867269680,Automatic,Bensin
toyota avanza,152000000.0,toyota,avanza,2016.0,95.000-100.000,"Jl. Imam Bonjol, No. 82, Karawaci, RT.003/RW.004, Panunggangan Bar.,, Karawaci, Kecamatan Tangerang, Kota Tangerang, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-2016-13-g-mt-bensin-hitam-bpm-iid-866302877,Manual,Bensin
toyota avanza,152000000.0,toyota,avanza,2016.0,95.000-100.000,"Jl. Imam Bonjol, No. 82, Karawaci, RT.003/RW.004, Panunggangan Bar.,, Karawaci, Kecamatan Tangerang, Kota Tangerang, Banten",car,https://www.olx.co.id/item/olxautos-toyota-avanza-2016-13-g-mt-bensin-hitam-bpm-iid-866302175,Manual,Bensin
toyota avanza,145000000.0,toyota,avanza,2017.0,85.000-90.000,"Pesona Square Jl Ir.H.Juanda No 22A, Bakti Jaya, Kec Sukmajaya Depok, Jawa Barat 16422, Bakti Jaya, Kec.Sukmajaya, Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2017-hitam-iid-867348942,Automatic,Bensin
Veloz Bensin,160000000.0,,,1.0,,"Matraman, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-manual-tahun-2017-plat-e-mobil-di-jakarta-ex-dkter-iid-862549376,,
toyota avanza,120000000.0,toyota,avanza,2016.0,100.000-105.000,"Jl. Bina Marga No 21 Kel. Ceger Kec Cipayung Taman Mini Jakarta Timur 13840, Taman Mini, Kecamatan Cipayung, Jakarta Timur, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-tdp-15jt-toyota-avanza-2016-13-e-mtt-putih-rac-iid-862974849,Manual,Bensin
toyota avanza,93000000.0,toyota,avanza,2009.0,135.000-140.000,"Menteng, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-s-iid-867078846,Manual,Bensin
toyota avanza,98000000.0,toyota,avanza,2010.0,94930,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-2010-at-silver-metalik-iid-861429361,Otomatis,Bensin
toyota avanza,92000000.0,toyota,avanza,2011.0,183280,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-mt-2011-abu-abu-iid-864327181,Manual,Bensin
toyota avanza,125000000.0,toyota,avanza,2012.0,85.000-90.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-at-2012-silver-iid-865650923,Automatic,Bensin
G Bensin,153000000.0,,,1.0,,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-manual-2016-putih-iid-866451035,,
toyota avanza,153000000.0,toyota,avanza,2017.0,25.000-30.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/dp-ceper-kredit-avanza-g-manual-2017-km-antik-cash-tkr-tmbh-bergarans-iid-866849691,Manual,Bensin
toyota avanza,140000000.0,toyota,avanza,2017.0,10.000-15.000,"Palmerah, Jakarta Barat, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-e-13-at-2017-iid-867344463,Automatic,Bensin
toyota avanza,119000000.0,toyota,avanza,2012.0,85.000-90.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2012-iid-866474830,Manual,Bensin
toyota avanza,119000000.0,toyota,avanza,2012.0,85.000-90.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2012-iid-866473708,Manual,Bensin
toyota avanza,195000000.0,toyota,avanza,2021.0,10000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-2021-bensin-iid-867338525,Manual,Bensin
toyota avanza,101000000.0,toyota,avanza,2011.0,152904,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2011-iid-865384125,Manual,Bensin
G Bensin,133000000.0,,,1.0,,"Cipayung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-13-at-metic-th-2014-hitam-nopol-ganjil-jakarta-timur-iid-867336863,,
toyota avanza,119000000.0,toyota,avanza,2013.0,99741,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2013-iid-863058424,Manual,Bensin
toyota avanza,163000000.0,toyota,avanza,2018.0,40.000-45.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-veloz-bensin-at-2018-iid-864987166,Automatic,Bensin
toyota avanza,190000000.0,toyota,avanza,2020.0,40.000-45.000,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-g-2020-manual-iid-867334174,Manual,Bensin
toyota avanza,128000000.0,toyota,avanza,2013.0,85.000-90.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-velos-15-1500cc-at-automatic-tahun-2013-2014-iid-867332965,Automatic,Bensin
Veloz Bensin,309000009.0,,,1.0,,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-at-2021-iid-867332739,,
toyota avanza,189500000.0,toyota,avanza,2019.0,50.000-55.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-avansa-veloz-velos-at-automatic-tahun-2019-hitam-2020-iid-867332563,Automatic,Bensin
G Bensin,160000000.0,,,1.0,,"Ciracas, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2018-iid-867332108,,
G Bensin,178000000.0,,,1.0,,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-13-g-mt-hitam-2018-km-rendah-iid-867330329,,
toyota avanza,94990000.0,toyota,avanza,2011.0,70.000-75.000,"Penjaringan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-2011-bensin-iid-865513220,Automatic,Bensin
toyota avanza,114000000.0,toyota,avanza,2012.0,135.000-140.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2012-iid-866056353,Automatic,Bensin
toyota avanza,143000000.0,toyota,avanza,2015.0,60.000-65.000,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-at-2015-hitam-iid-867285761,Automatic,Bensin
toyota avanza,98000000.0,toyota,avanza,2011.0,200.000-205.000,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-s-bensin-at-2011-abu-abu-iid-866043011,Automatic,Bensin
toyota avanza,189500000.0,toyota,avanza,2019.0,50.000-55.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-avansa-veloz-velos-at-automatic-tahun-2019-hitam-2020-iid-867332563,Automatic,Bensin
G Bensin,160000000.0,,,1.0,,"Ciracas, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-manual-2018-iid-867332108,,
G Bensin,178000000.0,,,1.0,,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-13-g-mt-hitam-2018-km-rendah-iid-867330329,,
toyota avanza,118000000.0,toyota,avanza,2014.0,110.000-115.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-e-bensin-mt-2014-iid-864369512,Manual,Bensin
toyota avanza,110000000.0,toyota,avanza,2012.0,245.000-250.000,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/termurah-avanza-veloz-at-2012-iid-867329715,Automatic,Bensin
toyota avanza,130000000.0,toyota,avanza,2015.0,120.000-125.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2015-iid-865949635,Automatic,Bensin
G Bensin,118000000.0,,,1.0,,"Ciracas, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-metic-2013-dauble-airbag-iid-867329085,,
Veloz Bensin,148000000.0,,,1.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-mt-2014-iid-867328325,,
toyota avanza,135000000.0,toyota,avanza,2015.0,138238,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, Carsworld Building, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2015-silver-iid-863705698,Manual,Bensin
toyota avanza,303000000.0,toyota,avanza,2021.0,10264,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, Carsworld Building, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-q-cvt-tss-at-2021-hitam-iid-864062173,Otomatis,Bensin
toyota avanza,159000000.0,toyota,avanza,2018.0,61387,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, Carsworld Building, BSD, Banten",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-mt-2017-abu-abu-iid-862099336,Manual,Bensin
G Bensin,153000000.0,,,1.0,,"Johar Baru, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/km-antik-toyota-avanza-13-g-mt-2017-iid-865267458,,
Veloz Bensin,158000000.0,,,1.0,,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-veloz-mt-13-cc-2016-cash-iid-867325791,,
toyota avanza,128000000.0,toyota,avanza,2014.0,155.000-160.000,"Cipayung, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autostoyota-avanza-13-g-bensin-iid-863130816,Automatic,Bensin
toyota avanza,128000000.0,toyota,avanza,2014.0,155.000-160.000,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autostoyota-avanza-13-g-bensin-iid-863127593,Automatic,Bensin
toyota avanza,327500000.0,toyota,avanza,2022.0,0-5.000,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-new-veloz-q-cvt-tss-2022-atputihsmauto-iid-865957564,Automatic,Bensin
toyota avanza,103000000.0,toyota,avanza,2010.0,145.000-150.000,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-s-bensin-at-2010-silver-iid-866876017,Automatic,Bensin
toyota avanza,270800000.0,toyota,avanza,2022.0,0-5.000,"Penjaringan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/mobil-baru-toyota-avanza-veloz-2022-iid-867228309,Automatic,Bensin
toyota avanza,128000000.0,toyota,avanza,2014.0,135.000-140.000,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/avanza-g-at-2014-ganjil-iid-867214211,Automatic,Bensin
toyota avanza,137500000.0,toyota,avanza,2016.0,140.000-145.000,"Jl. Tole Iskandar No 10. Kel. Sukamaju Kecamatan Cilodong Depok, Sukamaju, Kecamatan Cilodong, Kota Depok, Jawa Barat",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-15-veloz-bensin-mt-2016-merah-iid-863710997,Manual,Bensin
toyota avanza,155000000.0,toyota,avanza,2016.0,90.000-95.000,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-15-at-2016-iid-867322326,Automatic Triptonic,Bensin
Veloz Bensin,199999999.0,,,1.0,,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",car,https://www.olx.co.id/item/toyota-avanza-veloz-at-2019-iid-867320262,,
G Luxury Bensin,199000000.0,,,1.0,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",car,https://www.olx.co.id/item/vip-dealer-toyota-avanza-g-at-2021-automatic-iid-866412894,,
toyota avanza,130000000.0,toyota,avanza,2015.0,120.000-125.000,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI Jakarta",car,https://www.olx.co.id/item/olx-autos-toyota-avanza-13-g-bensin-at-2015-iid-865931678,Automatic,Bensin
